,date,Name,WaterVol,Useable_WaterVol,Input_WaterVol,Output_WaterVol,location
86296,2015-02-04,เขื่อนแควน้อย,570,527.00,1.21,4.32,North
86337,2015-02-05,เขื่อนภูมิพล,"5,974","2,174.00",0.07,7.00,North
86338,2015-02-05,เขื่อนสิริกิติ์,"5,707","2,857.00",4.97,10.07,North
86340,2015-02-05,เขื่อนกิ่วลม,71,67.00,0.36,0.12,North
86342,2015-02-05,เขื่อนกิ่วคอหมา,90,84.00,0.38,0.14,North
86343,2015-02-05,เขื่อนแควน้อย,568,525.00,0.88,3.02,North
86384,2015-02-06,เขื่อนภูมิพล,"5,966","2,166.00",0.02,7.00,North
86385,2015-02-06,เขื่อนสิริกิติ์,"5,699","2,849.00",2.88,10.00,North
86387,2015-02-06,เขื่อนกิ่วลม,71,67.00,0.36,0.12,North
86389,2015-02-06,เขื่อนกิ่วคอหมา,90,84.00,0.14,0.29,North
86390,2015-02-06,เขื่อนแควน้อย,566,523.00,0.88,3.02,North
86431,2015-02-07,เขื่อนภูมิพล,"5,961","2,161.00",3.26,7.00,North
86432,2015-02-07,เขื่อนสิริกิติ์,"5,691","2,841.00",2.89,10.01,North
86434,2015-02-07,เขื่อนกิ่วลม,71,67.00,0.36,0.12,North
86436,2015-02-07,เขื่อนกิ่วคอหมา,90,84.00,0.51,1.13,North
86437,2015-02-07,เขื่อนแควน้อย,563,520.00,0.23,3.02,North
86478,2015-02-08,เขื่อนภูมิพล,"5,953","2,153.00",0.02,7.00,North
86479,2015-02-08,เขื่อนสิริกิติ์,"5,683","2,833.00",2.83,9.94,North
86481,2015-02-08,เขื่อนกิ่วลม,71,67.00,0.48,0.12,North
86483,2015-02-08,เขื่อนกิ่วคอหมา,89,83.00,0.52,1.54,North
86484,2015-02-08,เขื่อนแควน้อย,560,517.00,0.23,3.02,North
86525,2015-02-09,เขื่อนภูมิพล,"5,950","2,150.00",4.9,7.00,North
86526,2015-02-09,เขื่อนสิริกิติ์,"5,675","2,825.00",3.0,10.11,North
86528,2015-02-09,เขื่อนกิ่วลม,72,68.00,0.84,0.48,North
86530,2015-02-09,เขื่อนกิ่วคอหมา,88,82.00,0.18,0.65,North
86531,2015-02-09,เขื่อนแควน้อย,557,514.00,0.23,3.02,North
86572,2015-02-10,เขื่อนภูมิพล,"5,941","2,141.00",0.0,7.00,North
86573,2015-02-10,เขื่อนสิริกิติ์,"5,667","2,817.00",2.91,10.01,North
86575,2015-02-10,เขื่อนกิ่วลม,71,67.00,0.45,1.17,North
86577,2015-02-10,เขื่อนกิ่วคอหมา,88,82.00,0.0,0.34,North
86578,2015-02-10,เขื่อนแควน้อย,554,511.00,0.0,3.02,North
86619,2015-02-11,เขื่อนภูมิพล,"5,931","2,131.00",0.0,7.00,North
86620,2015-02-11,เขื่อนสิริกิติ์,"5,659","2,809.00",2.91,10.01,North
86622,2015-02-11,เขื่อนกิ่วลม,70,66.00,0.42,1.22,North
86624,2015-02-11,เขื่อนกิ่วคอหมา,87,81.00,0.0,0.28,North
86625,2015-02-11,เขื่อนแควน้อย,551,508.00,0.0,3.02,North
86666,2015-02-12,เขื่อนภูมิพล,"5,925","2,125.00",1.83,7.00,North
86667,2015-02-12,เขื่อนสิริกิติ์,"5,650","2,800.00",2.95,10.04,North
86669,2015-02-12,เขื่อนกิ่วลม,69,65.00,0.46,1.69,North
86671,2015-02-12,เขื่อนกิ่วคอหมา,87,81.00,0.0,0.23,North
86672,2015-02-12,เขื่อนแควน้อย,547,504.00,0.0,3.02,North
86713,2015-02-13,เขื่อนภูมิพล,"5,917","2,117.00",0.22,7.00,North
86714,2015-02-13,เขื่อนสิริกิติ์,"5,642","2,792.00",3.98,11.07,North
86716,2015-02-13,เขื่อนกิ่วลม,68,64.00,0.51,1.70,North
86718,2015-02-13,เขื่อนกิ่วคอหมา,87,81.00,0.17,0.01,North
86719,2015-02-13,เขื่อนแควน้อย,544,501.00,0.0,3.02,North
86760,2015-02-14,เขื่อนภูมิพล,"5,909","2,109.00",0.0,7.00,North
86761,2015-02-14,เขื่อนสิริกิติ์,"5,634","2,784.00",3.96,11.04,North
86763,2015-02-14,เขื่อนกิ่วลม,66,62.00,0.31,1.63,North
86765,2015-02-14,เขื่อนกิ่วคอหมา,87,81.00,0.04,0.20,North
86766,2015-02-14,เขื่อนแควน้อย,541,498.00,0.05,3.02,North
86807,2015-02-15,เขื่อนภูมิพล,"5,901","2,101.00",0.0,7.00,North
86808,2015-02-15,เขื่อนสิริกิติ์,"5,626","2,776.00",3.93,11.00,North
86810,2015-02-15,เขื่อนกิ่วลม,65,61.00,0.4,1.59,North
86812,2015-02-15,เขื่อนกิ่วคอหมา,87,81.00,0.07,0.39,North
86813,2015-02-15,เขื่อนแควน้อย,537,494.00,0.46,3.67,North
86854,2015-02-16,เขื่อนภูมิพล,"5,893","2,093.00",0.18,7.00,North
86855,2015-02-16,เขื่อนสิริกิติ์,"5,616","2,766.00",1.95,11.03,North
86857,2015-02-16,เขื่อนกิ่วลม,64,60.00,0.6,1.58,North
86859,2015-02-16,เขื่อนกิ่วคอหมา,86,80.00,0.0,0.39,North
86860,2015-02-16,เขื่อนแควน้อย,534,491.00,0.67,3.89,North
86901,2015-02-17,เขื่อนภูมิพล,"5,885","2,085.00",0.16,7.00,North
86902,2015-02-17,เขื่อนสิริกิติ์,"5,608","2,758.00",3.99,11.05,North
86904,2015-02-17,เขื่อนกิ่วลม,63,59.00,0.68,1.62,North
86906,2015-02-17,เขื่อนกิ่วคอหมา,86,80.00,0.0,0.39,North
86907,2015-02-17,เขื่อนแควน้อย,530,487.00,0.0,4.32,North
86948,2015-02-18,เขื่อนภูมิพล,"5,877","2,077.00",0.21,7.00,North
86949,2015-02-18,เขื่อนสิริกิติ์,"5,600","2,750.00",4.14,11.20,North
86951,2015-02-18,เขื่อนกิ่วลม,62,58.00,0.63,1.63,North
86953,2015-02-18,เขื่อนกิ่วคอหมา,85,79.00,0.0,0.39,North
86954,2015-02-18,เขื่อนแควน้อย,524,481.00,0.0,4.32,North
86995,2015-02-19,เขื่อนภูมิพล,"5,877","2,077.00",0.21,7.00,North
86996,2015-02-19,เขื่อนสิริกิติ์,"5,600","2,750.00",4.14,11.20,North
86998,2015-02-19,เขื่อนกิ่วลม,62,58.00,0.63,1.63,North
87000,2015-02-19,เขื่อนกิ่วคอหมา,85,79.00,0.0,0.39,North
87001,2015-02-19,เขื่อนแควน้อย,524,481.00,0.0,4.32,North
87042,2015-02-20,เขื่อนภูมิพล,"5,868","2,068.00",0.0,7.00,North
87043,2015-02-20,เขื่อนสิริกิติ์,"5,592","2,742.00",4.0,11.05,North
87045,2015-02-20,เขื่อนกิ่วลม,62,58.00,0.65,0.90,North
87047,2015-02-20,เขื่อนกิ่วคอหมา,84,78.00,0.0,0.39,North
87048,2015-02-20,เขื่อนแควน้อย,519,476.00,0.0,4.32,North
87089,2015-02-21,เขื่อนภูมิพล,"5,854","2,054.00",3.25,7.00,North
87090,2015-02-21,เขื่อนสิริกิติ์,"5,574","2,724.00",4.06,11.10,North
87092,2015-02-21,เขื่อนกิ่วลม,63,59.00,0.33,0.12,North
87094,2015-02-21,เขื่อนกิ่วคอหมา,83,77.00,0.0,0.39,North
87095,2015-02-21,เขื่อนแควน้อย,509,466.00,0.0,4.32,North
87136,2015-02-22,เขื่อนภูมิพล,"5,846","2,046.00",0.09,7.00,North
87137,2015-02-22,เขื่อนสิริกิติ์,"5,566","2,716.00",3.97,11.01,North
87139,2015-02-22,เขื่อนกิ่วลม,63,59.00,0.84,0.12,North
87141,2015-02-22,เขื่อนกิ่วคอหมา,83,77.00,0.0,0.39,North
87142,2015-02-22,เขื่อนแควน้อย,504,461.00,0.0,4.32,North
87183,2015-02-23,เขื่อนภูมิพล,"5,838","2,038.00",0.16,7.00,North
87184,2015-02-23,เขื่อนสิริกิติ์,"5,558","2,708.00",4.01,11.04,North
87186,2015-02-23,เขื่อนกิ่วลม,64,60.00,0.45,0.12,North
87188,2015-02-23,เขื่อนกิ่วคอหมา,82,76.00,0.0,0.39,North
87189,2015-02-23,เขื่อนแควน้อย,500,457.00,0.0,4.32,North
87230,2015-02-24,เขื่อนภูมิพล,"5,827","2,027.00",0.0,7.00,North
87231,2015-02-24,เขื่อนสิริกิติ์,"5,548","2,698.00",1.99,11.01,North
87233,2015-02-24,เขื่อนกิ่วลม,64,60.00,0.54,0.12,North
87235,2015-02-24,เขื่อนกิ่วคอหมา,81,75.00,0.0,0.39,North
87236,2015-02-24,เขื่อนแควน้อย,496,453.00,0.2,4.32,North
87277,2015-02-25,เขื่อนภูมิพล,"5,821","2,021.00",2.12,7.00,North
87278,2015-02-25,เขื่อนสิริกิติ์,"5,540","2,690.00",4.01,11.03,North
87280,2015-02-25,เขื่อนกิ่วลม,64,60.00,0.49,0.12,North
87282,2015-02-25,เขื่อนกิ่วคอหมา,81,75.00,0.05,0.21,North
87283,2015-02-25,เขื่อนแควน้อย,492,449.00,0.2,4.32,North
87324,2015-02-26,เขื่อนภูมิพล,"5,812","2,012.00",0.0,7.00,North
87325,2015-02-26,เขื่อนสิริกิติ์,"5,532","2,682.00",4.03,11.05,North
87327,2015-02-26,เขื่อนกิ่วลม,64,60.00,0.23,0.12,North
87329,2015-02-26,เขื่อนกิ่วคอหมา,81,75.00,0.0,0.13,North
87330,2015-02-26,เขื่อนแควน้อย,487,444.00,0.2,4.32,North
87371,2015-02-27,เขื่อนภูมิพล,"5,804","2,004.00",0.21,7.00,North
87372,2015-02-27,เขื่อนสิริกิติ์,"5,524","2,674.00",3.98,10.99,North
87374,2015-02-27,เขื่อนกิ่วลม,65,61.00,0.28,0.12,North
87376,2015-02-27,เขื่อนกิ่วคอหมา,81,75.00,0.0,0.13,North
87377,2015-02-27,เขื่อนแควน้อย,483,440.00,0.0,4.32,North
87418,2015-02-28,เขื่อนภูมิพล,"5,796","1,996.00",0.17,7.00,North
87419,2015-02-28,เขื่อนสิริกิติ์,"5,514","2,664.00",2.03,11.02,North
87421,2015-02-28,เขื่อนกิ่วลม,65,61.00,0.23,0.12,North
87423,2015-02-28,เขื่อนกิ่วคอหมา,80,74.00,0.0,0.13,North
87424,2015-02-28,เขื่อนแควน้อย,478,435.00,0.0,4.32,North
87465,2015-03-01,เขื่อนภูมิพล,"5,787","1,987.00",0.0,7.00,North
87466,2015-03-01,เขื่อนสิริกิติ์,"5,505","2,655.00",2.02,11.01,North
87468,2015-03-01,เขื่อนกิ่วลม,64,60.00,0.38,0.67,North
87470,2015-03-01,เขื่อนกิ่วคอหมา,80,74.00,0.0,0.19,North
87471,2015-03-01,เขื่อนแควน้อย,474,431.00,0.27,4.32,North
87512,2015-03-02,เขื่อนภูมิพล,"5,777","1,977.00",0.0,7.00,North
87513,2015-03-02,เขื่อนสิริกิติ์,"5,495","2,645.00",2.06,11.03,North
87515,2015-03-02,เขื่อนกิ่วลม,63,59.00,0.17,1.58,North
87517,2015-03-02,เขื่อนกิ่วคอหมา,80,74.00,0.0,0.24,North
87518,2015-03-02,เขื่อนแควน้อย,470,427.00,0.27,4.32,North
87559,2015-03-03,เขื่อนภูมิพล,"5,771","1,971.00",1.89,7.00,North
87560,2015-03-03,เขื่อนสิริกิติ์,"5,487","2,637.00",4.04,11.01,North
87562,2015-03-03,เขื่อนกิ่วลม,62,58.00,0.38,1.65,North
87564,2015-03-03,เขื่อนกิ่วคอหมา,79,73.00,0.0,0.24,North
87565,2015-03-03,เขื่อนแควน้อย,466,423.00,0.0,3.46,North
87606,2015-03-04,เขื่อนภูมิพล,"5,763","1,963.00",0.4,7.00,North
87607,2015-03-04,เขื่อนสิริกิติ์,"5,481","2,631.00",6.11,11.10,North
87609,2015-03-04,เขื่อนกิ่วลม,61,57.00,0.37,1.63,North
87611,2015-03-04,เขื่อนกิ่วคอหมา,79,73.00,0.0,0.24,North
87612,2015-03-04,เขื่อนแควน้อย,462,419.00,0.0,3.46,North
87653,2015-03-05,เขื่อนภูมิพล,"5,754","1,954.00",0.0,7.00,North
87654,2015-03-05,เขื่อนสิริกิติ์,"5,471","2,621.00",2.1,11.05,North
87656,2015-03-05,เขื่อนกิ่วลม,59,55.00,0.12,1.62,North
87658,2015-03-05,เขื่อนกิ่วคอหมา,79,73.00,0.01,0.26,North
87659,2015-03-05,เขื่อนแควน้อย,458,415.00,0.0,3.46,North
87700,2015-03-06,เขื่อนภูมิพล,"5,746","1,946.00",0.42,7.00,North
87701,2015-03-06,เขื่อนสิริกิติ์,"5,463","2,613.00",4.06,11.02,North
87703,2015-03-06,เขื่อนกิ่วลม,58,54.00,0.29,1.61,North
87705,2015-03-06,เขื่อนกิ่วคอหมา,78,72.00,0.0,0.24,North
87706,2015-03-06,เขื่อนแควน้อย,455,412.00,0.0,3.46,North
87747,2015-03-07,เขื่อนภูมิพล,"5,737","1,937.00",0.0,7.00,North
87748,2015-03-07,เขื่อนสิริกิติ์,"5,453","2,603.00",2.12,11.05,North
87750,2015-03-07,เขื่อนกิ่วลม,56,52.00,0.27,1.59,North
87752,2015-03-07,เขื่อนกิ่วคอหมา,78,72.00,0.0,0.23,North
87753,2015-03-07,เขื่อนแควน้อย,451,408.00,0.0,3.46,North
87794,2015-03-08,เขื่อนภูมิพล,"5,727","1,927.00",0.0,7.00,North
87795,2015-03-08,เขื่อนสิริกิติ์,"5,443","2,593.00",2.11,11.03,North
87797,2015-03-08,เขื่อนกิ่วลม,55,51.00,0.24,1.58,North
87799,2015-03-08,เขื่อนกิ่วคอหมา,78,72.00,0.0,0.23,North
87800,2015-03-08,เขื่อนแควน้อย,448,405.00,0.0,3.46,North
87841,2015-03-09,เขื่อนภูมิพล,"5,720","1,920.00",0.41,7.00,North
87842,2015-03-09,เขื่อนสิริกิติ์,"5,435","2,585.00",4.07,11.02,North
87844,2015-03-09,เขื่อนกิ่วลม,54,50.00,0.5,1.57,North
87846,2015-03-09,เขื่อนกิ่วคอหมา,78,72.00,0.0,0.23,North
87847,2015-03-09,เขื่อนแควน้อย,444,401.00,0.0,3.46,North
87888,2015-03-10,เขื่อนภูมิพล,"5,710","1,910.00",0.0,7.00,North
87889,2015-03-10,เขื่อนสิริกิติ์,"5,425","2,575.00",2.12,11.03,North
87891,2015-03-10,เขื่อนกิ่วลม,53,49.00,0.16,1.34,North
87893,2015-03-10,เขื่อนกิ่วคอหมา,77,71.00,0.0,0.23,North
87894,2015-03-10,เขื่อนแควน้อย,440,397.00,0.0,3.22,North
87935,2015-03-11,เขื่อนภูมิพล,"5,703","1,903.00",0.4,7.00,North
87936,2015-03-11,เขื่อนสิริกิติ์,"5,418","2,568.00",4.1,11.03,North
87938,2015-03-11,เขื่อนกิ่วลม,52,48.00,0.12,0.52,North
87940,2015-03-11,เขื่อนกิ่วคอหมา,77,71.00,0.03,0.11,North
87941,2015-03-11,เขื่อนแควน้อย,437,394.00,0.0,3.02,North
87982,2015-03-12,เขื่อนภูมิพล,"5,693","1,893.00",0.0,7.00,North
87983,2015-03-12,เขื่อนสิริกิติ์,"5,408","2,558.00",2.19,11.08,North
87985,2015-03-12,เขื่อนกิ่วลม,52,48.00,0.18,0.12,North
87987,2015-03-12,เขื่อนกิ่วคอหมา,77,71.00,0.0,0.06,North
